timeperiod,gt_date,Material,SubLotItemId,ComponentName,P100MOD_Lower_Spec,P100MOD_Upper_Spec,P100MOD_Actual,P10MOD_Lower_Spec,P10MOD_Upper_Spec,P10MOD_Actual,P300MOD_Lower_Spec,P300MOD_Upper_Spec,P300MOD_Actual,PDISP30X_Lower_Spec,PDISP30X_Upper_Spec,PDISP30X_Actual,PEB_Lower_Spec,PEB_Upper_Spec,PEB_Actual,PHARD_Lower_Spec,PHARD_Upper_Spec,PHARD_Actual,PMDRMH_Lower_Spec,PMDRMH_Upper_Spec,PMDRMH_Actual,PMDRML_Lower_Spec,PMDRML_Upper_Spec,PMDRML_Actual,PMDRT10_Lower_Spec,PMDRT10_Upper_Spec,PMDRT10_Actual,PMDRT2_Lower_Spec,PMDRT2_Upper_Spec,PMDRT2_Actual,PMDRT50_Lower_Spec,PMDRT50_Upper_Spec,PMDRT50_Actual,PMDRT90_Lower_Spec,PMDRT90_Upper_Spec,PMDRT90_Actual,PMIV_Lower_Spec,PMIV_Upper_Spec,PMIV_Actual,PML4_Lower_Spec,PML4_Upper_Spec,PML4_Actual,PMV_Lower_Spec,PMV_Upper_Spec,PMV_Actual,PRBRESIL_Lower_Spec,PRBRESIL_Upper_Spec,PRBRESIL_Actual,PSPGR_Lower_Spec,PSPGR_Upper_Spec,PSPGR_Actual,PT35_Lower_Spec,PT35_Upper_Spec,PT35_Actual,PT5_Lower_Spec,PT5_Upper_Spec,PT5_Actual,PTENSTG_Lower_Spec,PTENSTG_Upper_Spec,PTENSTG_Actual
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L422022326225620,Cap,,,,,,,,,,,,,,,,,,,10,14,12.69,10,3,2.01,1,3,0.38,1,3,0.44,1,3,0.56,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022326225620,Cap,,,,,,,,,,,,,,,,,,,10,14,12.69,10,3,2.01,1,3,0.38,1,3,0.44,1,3,0.56,0.66,0.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232621227,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.65,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232621227,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.65,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.102,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L422022323235544,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.3,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,68.9,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022323235544,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.3,12.5,,,,,,,,,,,,0.67,0.93,0.83,,,,,,,,,,66.5,72.5,68.9,,,,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L4220223244132,Cap,,,,,,,,,,,,,,,,,,,12,16,14.56,12,4,2.39,1,4,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223244132,Cap,,,,,,,,,,,,,,,,,,,12,16,14.56,12,4,2.39,1,4,0.65,1,3,0.73,1,3,0.95,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.15,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L4220223276132,Cap,,,,,,,,,,,,,,,,,,,12,16,14.34,12,4,2.39,1,3,0.64,1,3,0.72,1,3,0.93,1.4,1.8,1.53,1,3,66,,,,48,58,52,46.5,52.5,49.22,1.144,1.164,1.153,13.5,18.5,15.97,10.5,14.5,12.55,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223276132,Cap,,,,,,,,,,,,,,,,,,,12,16,14.34,12,4,2.39,1,3,0.64,1,3,0.72,1,3,0.93,1.4,1.8,1.53,1,3,66,,,,48,58,52,46.5,52.5,49.22,1.144,1.164,1.153,13.5,18.5,15.97,10.5,14.5,12.55,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232721143,Cap,,,,,,,,,,,,,,,,,,,10,14,13.1,10,3,1.99,1,3,0.36,1,3,0.42,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232721143,Cap,,,,,,,,,,,,,,,,,,,10,14,13.1,10,3,1.99,1,3,0.36,1,3,0.42,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L422022323235226,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.83,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.67,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022323235226,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.83,12.5,,,,,,,,,,,,0.67,0.93,0.84,,,,,,,,,,66.5,72.5,68.67,,,,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L422022326212423,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.79,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022326212423,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.79,8.5,,,,,,,,,,,,1.1,1.34,1.22,,,,,,,,,,,,,1.087,1.107,1.099,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232323572,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.17,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,68.7,1.086,1.106,1.092,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232323572,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.17,12.5,,,,,,,,,,,,0.67,0.93,0.82,,,,,,,,,,66.5,72.5,68.7,1.086,1.106,1.092,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232755035,Cap,,,,,,,,,,,,,,,,,,,12,16,14.7,12,4,2.41,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.54,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.152,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232755035,Cap,,,,,,,,,,,,,,,,,,,12,16,14.7,12,4,2.41,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.54,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.152,,,,,,,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232755827,Cap,,,,,,,,,,,,,,,,,,,12,16,14.69,12,4,2.4,1,3,0.64,1,3,0.71,1,3,0.92,1.4,1.8,1.51,1,3,69.5,,,,48,58,51.9,46.5,52.5,49.34,1.144,1.164,1.151,13.5,18.5,15.98,10.5,14.5,12.67,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232755827,Cap,,,,,,,,,,,,,,,,,,,12,16,14.69,12,4,2.4,1,3,0.64,1,3,0.71,1,3,0.92,1.4,1.8,1.51,1,3,69.5,,,,48,58,51.9,46.5,52.5,49.34,1.144,1.164,1.151,13.5,18.5,15.98,10.5,14.5,12.67,,,
Control 1,29-03-2022,2156016WSTA1TL-MCB,4L42202232761538,Cap,,,,,,,,,,,,,,,,,,,12,16,14.52,12,4,2.42,1,3,0.64,1,3,0.71,1,3,0.93,1.4,1.8,1.53,1,3,69.2,,,,48,58,52.7,46.5,52.5,49.52,1.144,1.164,1.149,13.5,18.5,16.35,10.5,14.5,12.83,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232761538,Cap,,,,,,,,,,,,,,,,,,,12,16,14.52,12,4,2.42,1,3,0.64,1,3,0.71,1,3,0.93,1.4,1.8,1.53,1,3,69.2,,,,48,58,52.7,46.5,52.5,49.52,1.144,1.164,1.149,13.5,18.5,16.35,10.5,14.5,12.83,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232602621,Cap,230,310,269.194,70,100,93.9079,625,1025,837.529,,,,675,775,719.476,,,,10.9,14.1,13.21,10.9,3,2.59,1,3,0.52,1,3,0.65,1,3,0.87,1.22,1.58,1.35,1,3,62.8,,,,41,51,48.71,,,,,,1.124,12.5,16.5,14.79,11,15,12.75,2200,3000,2681.67
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232755439,Cap,,,,,,,,,,,,,,,,,,,12,16,14.63,12,4,2.4,1,3,0.64,1,3,0.71,1,3,0.93,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.52,1.144,1.164,1.15,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223276336,Cap,,,,,,,,,,,,,,,,,,,12,16,14.6,12,4,2.38,1,3,0.63,1,3,0.7,1,3,0.92,1.4,1.8,1.49,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.152,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022327172744,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,12.73,10.9,3,2.45,1,3,0.48,1,3,0.62,1,3,0.83,1.22,1.58,1.34,,,,,,,,,,,,,,,1.126,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L422022327172744,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,12.73,10.9,3,2.45,1,3,0.48,1,3,0.62,1,3,0.83,1.22,1.58,1.34,,,,,,,,,,,,,,,1.126,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022327172744,Cap,,,,,,,,,,,,,,,,58,64,63,10.9,14.1,12.73,10.9,3,2.45,1,3,0.48,1,3,0.62,1,3,0.83,1.22,1.58,1.34,,,,,,,,,,,,,,,1.126,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022323234052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.32,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,68.8,,,,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L422022323234052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.32,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,68.8,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022323234052,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,14.32,12.5,,,,,,,,,,,,0.67,0.93,0.81,,,,,,,,,,66.5,72.5,68.8,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L422022328205334,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.79,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,46.2,,,,1.087,1.107,1.096,14.5,18.5,17.03,10,14,12.28,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L422022328205334,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.79,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,46.2,,,,1.087,1.107,1.096,14.5,18.5,17.03,10,14,12.28,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022328205334,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,10.79,8.5,,,,,,,,,,,,1.1,1.34,1.21,,,,,,,44,54,46.2,,,,1.087,1.107,1.096,14.5,18.5,17.03,10,14,12.28,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223296205,Cap,,,,,,,,,,,,,,,,,,,12,16,14.25,12,4,2.35,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.65,1.144,1.164,1.149,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223296205,Cap,,,,,,,,,,,,,,,,,,,12,16,14.25,12,4,2.35,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.65,1.144,1.164,1.149,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223296205,Cap,,,,,,,,,,,,,,,,,,,12,16,14.25,12,4,2.35,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.58,,,,,,,,,,46.5,52.5,49.65,1.144,1.164,1.149,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232955230,Cap,,,,,,,,,,,,,,,,,,,12,16,13.77,12,4,2.27,1,3,0.63,1,3,0.72,1,3,0.93,1.4,1.8,1.53,1,3,67.4,,,,48,58,52.6,46.5,52.5,50,1.144,1.164,1.149,13.5,18.5,15,10.5,14.5,11.75,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232955230,Cap,,,,,,,,,,,,,,,,,,,12,16,13.77,12,4,2.27,1,3,0.63,1,3,0.72,1,3,0.93,1.4,1.8,1.53,1,3,67.4,,,,48,58,52.6,46.5,52.5,50,1.144,1.164,1.149,13.5,18.5,15,10.5,14.5,11.75,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232955230,Cap,,,,,,,,,,,,,,,,,,,12,16,13.77,12,4,2.27,1,3,0.63,1,3,0.72,1,3,0.93,1.4,1.8,1.53,1,3,67.4,,,,48,58,52.6,46.5,52.5,50,1.144,1.164,1.149,13.5,18.5,15,10.5,14.5,11.75,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232953315,Cap,,,,,,,,,,,,,,,,,,,12,16,14.45,12,4,2.4,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,50,1.144,1.164,1.151,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232953315,Cap,,,,,,,,,,,,,,,,,,,12,16,14.45,12,4,2.4,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,50,1.144,1.164,1.151,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232953315,Cap,,,,,,,,,,,,,,,,,,,12,16,14.45,12,4,2.4,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.5,,,,,,,,,,46.5,52.5,50,1.144,1.164,1.151,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223296447,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.33,1,3,0.64,1,3,0.71,1,3,0.93,1.4,1.8,1.51,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.149,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223296447,Cap,,,,,,,,,,,,,,,,,,,12,16,14.36,12,4,2.33,1,3,0.64,1,3,0.71,1,3,0.93,1.4,1.8,1.51,,,,,,,,,,46.5,52.5,49.85,1.144,1.164,1.149,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223296128,Cap,,,,,,,,,,,,,,,,,,,12,16,14.55,12,4,2.36,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.53,1,3,67.7,,,,48,58,53.1,46.5,52.5,49.82,1.144,1.164,1.148,13.5,18.5,15.95,10.5,14.5,12.48,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223296128,Cap,,,,,,,,,,,,,,,,,,,12,16,14.55,12,4,2.36,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.53,1,3,67.7,,,,48,58,53.1,46.5,52.5,49.82,1.144,1.164,1.148,13.5,18.5,15.95,10.5,14.5,12.48,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223296128,Cap,,,,,,,,,,,,,,,,,,,12,16,14.55,12,4,2.36,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.53,1,3,67.7,,,,48,58,53.1,46.5,52.5,49.82,1.144,1.164,1.148,13.5,18.5,15.95,10.5,14.5,12.48,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232933940,Cap,,,,,,,,,,,,,,,,,,,10,14,12.57,10,3,1.99,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232933940,Cap,,,,,,,,,,,,,,,,,,,10,14,12.57,10,3,1.99,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232933940,Cap,,,,,,,,,,,,,,,,,,,10,14,12.57,10,3,1.99,1,3,0.37,1,3,0.43,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232955024,Cap,,,,,,,,,,,,,,,,,,,12,16,14.61,12,4,2.37,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.147,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232955024,Cap,,,,,,,,,,,,,,,,,,,12,16,14.61,12,4,2.37,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.73,1.144,1.164,1.147,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232961752,Cap,,,,,,,,,,,,,,,,,,,12,16,14.15,12,4,2.33,1,3,0.64,1,3,0.73,1,3,0.95,1.4,1.8,1.56,,,,,,,,,,46.5,52.5,49.33,1.144,1.164,1.147,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232961752,Cap,,,,,,,,,,,,,,,,,,,12,16,14.15,12,4,2.33,1,3,0.64,1,3,0.73,1,3,0.95,1.4,1.8,1.56,,,,,,,,,,46.5,52.5,49.33,1.144,1.164,1.147,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223295319,Cap,,,,,,,,,,,,,,,,64,74,69,12,16,14.08,12,4,2.34,1,3,0.63,1,3,0.72,1,3,0.93,1.4,1.8,1.49,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.153,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223295319,Cap,,,,,,,,,,,,,,,,64,74,69,12,16,14.08,12,4,2.34,1,3,0.63,1,3,0.72,1,3,0.93,1.4,1.8,1.49,,,,,,,,,,46.5,52.5,49.88,1.144,1.164,1.153,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L42202232955441,Cap,,,,,,,,,,,,,,,,,,,12,16,14.19,12,4,2.33,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.46,1.144,1.164,1.151,,,,,,,,,
Test 1,30-03-2022,2156016WSTA1TL-MCB,4L4220223296018,Cap,,,,,,,,,,,,,,,,,,,12,16,14.38,12,4,2.36,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.151,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223296018,Cap,,,,,,,,,,,,,,,,,,,12,16,14.38,12,4,2.36,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.7,1.144,1.164,1.151,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202233034154,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.76,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202233034154,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.76,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202233034154,Cap,,,,,,,,,,,,,,,,,,,8.5,11.5,9.76,8.5,,,,,,,,,,,,1.1,1.34,1.19,,,,,,,,,,,,,1.087,1.107,1.093,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223295307,Cap,,,,,,,,,,,,,,,,,,,12,16,13.83,12,4,2.37,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.43,1.144,1.164,1.151,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223295307,Cap,,,,,,,,,,,,,,,,,,,12,16,13.83,12,4,2.37,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.43,1.144,1.164,1.151,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L4220223295307,Cap,,,,,,,,,,,,,,,,,,,12,16,13.83,12,4,2.37,1,3,0.64,1,3,0.73,1,3,0.94,1.4,1.8,1.53,,,,,,,,,,46.5,52.5,49.43,1.144,1.164,1.151,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232961050,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.33,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.148,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232961050,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.33,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.148,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202232961050,Cap,,,,,,,,,,,,,,,,,,,12,16,14.3,12,4,2.33,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.52,,,,,,,,,,46.5,52.5,49.58,1.144,1.164,1.148,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L4220223296225,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.32,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.6,1,3,68.1,,,,48,58,52.2,46.5,52.5,49.19,,,,13.5,18.5,16.23,10.5,14.5,12.9,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223296225,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.32,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.6,1,3,68.1,,,,48,58,52.2,46.5,52.5,49.19,,,,13.5,18.5,16.23,10.5,14.5,12.9,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L4220223296225,Cap,,,,,,,,,,,,,,,,,,,12,16,13.97,12,4,2.32,1,3,0.65,1,3,0.74,1,3,0.96,1.4,1.8,1.6,1,3,68.1,,,,48,58,52.2,46.5,52.5,49.19,,,,13.5,18.5,16.23,10.5,14.5,12.9,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232961318,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.3,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.56,1,3,67.4,,,,48,58,52.3,46.5,52.5,49.71,1.144,1.164,1.149,13.5,18.5,15.71,10.5,14.5,12.25,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232961318,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.3,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.56,1,3,67.4,,,,48,58,52.3,46.5,52.5,49.71,1.144,1.164,1.149,13.5,18.5,15.71,10.5,14.5,12.25,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202232961318,Cap,,,,,,,,,,,,,,,,,,,12,16,14.06,12,4,2.3,1,3,0.64,1,3,0.72,1,3,0.94,1.4,1.8,1.56,1,3,67.4,,,,48,58,52.3,46.5,52.5,49.71,1.144,1.164,1.149,13.5,18.5,15.71,10.5,14.5,12.25,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L422022329185759,Cap,230,310,292.498,70,100,101.743,625,1025,925.539,,,,675,775,674.734,58,64,62,10.9,14.1,13.74,10.9,3,2.78,1,3,0.53,1,3,0.67,1,3,0.9,1.22,1.58,1.39,1,3,64.88,,,,41,51,50.28,,,,,,1.129,12.5,16.5,15.78,11,15,13.78,2200,3000,2760.14
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022329185759,Cap,230,310,292.498,70,100,101.743,625,1025,925.539,,,,675,775,674.734,58,64,62,10.9,14.1,13.74,10.9,3,2.78,1,3,0.53,1,3,0.67,1,3,0.9,1.22,1.58,1.39,1,3,64.88,,,,41,51,50.28,,,,,,1.129,12.5,16.5,15.78,11,15,13.78,2200,3000,2760.14
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022329185759,Cap,230,310,292.498,70,100,101.743,625,1025,925.539,,,,675,775,674.734,58,64,62,10.9,14.1,13.74,10.9,3,2.78,1,3,0.53,1,3,0.67,1,3,0.9,1.22,1.58,1.39,1,3,64.88,,,,41,51,50.28,,,,,,1.129,12.5,16.5,15.78,11,15,13.78,2200,3000,2760.14
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L422022327212539,Cap,,,,,,,,,,,,,,,,,,,10,14,12.35,10,3,1.63,1,3,0.36,1,3,0.42,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L422022327212539,Cap,,,,,,,,,,,,,,,,,,,10,14,12.35,10,3,1.63,1,3,0.36,1,3,0.42,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L422022327212539,Cap,,,,,,,,,,,,,,,,,,,10,14,12.35,10,3,1.63,1,3,0.36,1,3,0.42,1,3,0.55,0.66,0.9,0.76,,,,,,,,,,,,,,,,,,,,,,,,
Test 1,31-03-2022,2156016WSTA1TL-MCB,4L42202232702854,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.04,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,69.1,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L42202232702854,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.04,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,69.1,,,,,,,,,,,,
Test 1,02-04-2022,2156016WSTA1TL-MCB,4L42202232702854,Cap,,,,,,,,,,,,,,,,,,,12.5,15.5,15.04,12.5,,,,,,,,,,,,0.67,0.93,0.85,,,,,,,,,,66.5,72.5,69.1,,,,,,,,,,,,
Test 1,01-04-2022,2156016WSTA1TL-MCB,4L4220223296124,Cap,,,,,,,,,,,,,,,,,,,12,16,14.14,12,4,2.29,1,3,0.63,1,3,0.71,1,3,0.93,1.4,1.8,1.55,,,,,,,,,,46.5,52.5,49.64,1.144,1.164,1.147,,,,,,,,,
